NSA,-13.296367560382036,-12.570275580716904,-12.823551508819623,-12.559793557046754,-12.329665402328645,-12.940683412761521,-12.822566257343397,-13.155540234224802,-12.639418373857497,-12.356224704232295,-12.745079504722852,-12.428610374194177,-12.877909149098134,-12.425002239905425,-12.515342396119557,-12.425106674364361,-12.394685274605338,-12.06868951519401,-12.34606237376048,-12.215384261508461,-12.127666299010064,-12.2661743814611,-12.195446422823155,-12.268629593234033,-12.12085198786909,-12.253984961708948,-12.307788679261076,-12.368019526531047,-12.110285223687525,-12.38674360581584,-12.46316759593994,-12.347702388034511,-12.493506421290084,-12.393625311653357,-12.504742382351395,-12.60477613058787,-12.934841072839804,-12.73453163909799,-12.96238659640408,-12.964215917443953,-12.902144555799378,-13.108026663176764,-13.288683970200795,-13.454007453766756,-13.210556737801511,-13.295445080251364,-13.562115505861811,-13.622546188784844,-12.574557068537853,-13.51087810132104,-12.58834528075544,-12.671831422667742,-12.086978673926872,-12.760690546698417,-13.306272469774438,-13.445779302464988,-13.098825375747865,-12.838448039585709,-12.262345482026385,-12.352115953509212,-11.97369159731339,-12.096018727807639,-12.333636072528048,-12.898548370414062,-13.328964881968767,-13.067714782553946,-13.533421089706383,-12.477411905023992,-12.062830793383624,-12.035053502182025,-12.411551112922746,-12.544899169398711,-12.219583258950449,-11.8128885273467,-11.965105534845527,-11.974529518110714,-12.410330056279243,-12.466758507555003,-12.180210870023188,-12.818387015046184,-13.389803678182654,-13.446165153413732,-13.073688808045143,-12.579488343516948,-11.880674804382787,-11.881986192979518,-11.67941100346356,-12.044007144711356,-11.87240634813436,-12.184014068303627,-12.342453129245804,-12.874648452498786,-12.326460026657767,-12.45495106831574,-12.459498512736442,-13.041022537984482,-12.591956801362741
Deviation,3.2845402499738965,3.8112088417854277,2.9163244178585406,3.400572776687413,3.138830183219364,3.729066114625975,3.3938617761441816,3.4705905806269204,3.028569989678767,3.2821677284406516,2.991449296667077,3.267741916595355,2.970162712085426,3.1475196808439554,3.0265997213560087,2.941136982990569,3.112507645522124,3.2741696296106406,3.1806333760483794,3.316921079577302,3.258979029447767,3.164388354034456,3.2190872264370367,3.124502381498199,3.0029491608212657,2.9625097459791676,2.9335255411899657,3.138849781520363,3.1113823824367857,3.0697137038577806,2.9652359545213747,3.097643483241796,3.114906746116656,3.0988477746900642,3.1773910402154715,3.0700725178720014,3.3970944537371595,3.3332773052291227,2.8570655834001135,3.51543212661627,3.1914780715297293,3.050257276278394,3.4836196214779793,3.40452426317016,3.387340679473544,3.3164788074400486,3.270605507241332,3.3678317250951118,3.568186875778336,3.6466922220215943,3.5898723945487934,3.158091241871466,2.9805096487325886,3.4922230244889145,3.6515305512658314,3.6490681173832322,3.8470325553591143,3.373129965045651,3.4273927783211002,3.2481216374877975,2.9827680925968374,3.217364450901013,3.408648858707846,3.7012298637478103,3.7677814746120575,3.6839063668803878,3.850709306336569,3.247195692497219,3.5363588643834887,2.9292115382515713,3.105112030674744,3.0018272230808085,3.5515889621116195,3.025140683296357,2.8401507957630283,2.8160125704164978,2.8802676325831413,3.292596315794962,4.728992258347655,3.8984578223186426,3.6204983474555017,3.974201643969135,4.020212663867972,3.6137843366238442,3.1021953845971715,2.8894397397643345,3.1311797873487244,2.8531250172293543,3.3132450270645446,3.3414869998700674,2.9618716885126983,3.3151325487177608,3.4897524661232913,3.459264310732545,3.5040337533082613,3.759146055918612,0.46578984598726464
N/S,0.97135603,0.96919036,0.9717625,0.964098,0.9596197,0.9644457,0.9464938,0.94932383,0.9446638,0.943625,0.9428268,0.941193,0.94024867,0.93595374,0.9340294,0.92845297,0.93288046,0.9293148,0.9300407,0.9272704,0.9272359,0.92864496,0.93022674,0.9342587,0.9357559,0.9394719,0.95125407,0.9492456,0.94874114,0.9543334,0.9600814,0.96691453,0.9666799,0.9717999,0.9766924,0.9819814,1.0046766,1.010877,0.9924409,0.9921519,0.99778175,1.0032111,1.0122259,1.0182691,1.0132616,1.011084,1.0152029,1.018021,1.0356743,1.0305777,1.0416707,1.0815383,1.0813017,1.0463395,1.0242659,1.022345,1.0327102,1.0430721,1.0510297,1.0655609,1.0669949,1.0764301,1.0682982,1.0510309,1.0265689,1.0158089,1.0272632,1.0711733,1.0603818,1.0860416,1.1214978,1.1032989,1.0988455,1.1573297,1.1662208,1.1490374,1.1000992,1.0818722,1.0615385,1.0315351,1.0040402,1.0166953,1.0479357,1.0644782,1.1056554,1.1221142,1.1268764,1.151518,1.1472405,1.1434072,1.1516719,1.1353942,1.1121489,1.0964097,1.0903728,1.0376556,1.0205237
File Number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,T62
