NSA,-13.188410993278037,-12.958434710517036,-12.87295425730395,-12.809466785684739,-13.05514080261034,-12.82997567139441,-12.520287041956333,-12.583776613501772,-12.67923990991357,-12.426947597973006,-12.583890914284112,-12.367592035938879,-12.956772400475835,-12.35057024082457,-12.085586855755627,-12.282955410205059,-12.206537997150484,-12.042655104683742,-12.085698236053272,-12.457277565622679,-12.194849221398698,-12.127365835288375,-12.001573296772545,-12.929115227323496,-11.92922150491167,-11.793077219519652,-12.01917045393243,-11.818014047345397,-11.631604321174262,-12.315264061790204,-12.804792171584564,-13.462529950176842,-12.446578525554257,-12.472606095072488,-13.10977021026282,-12.641312748538565,-12.883693224716712,-12.951290887203532,-12.975648228799901,-13.1251482608579,-13.20379028302059,-10.801506726853772,-12.929089798167354,-13.08779260890864,-13.22622309315392,-12.963105364289062,-12.86975215208433,-12.546042743789043,-12.67090456368285,-12.8706535840344,-13.123582722268258,-13.184677375797595,-13.144194689263836,-13.28686713298343,-12.57789984701934,-12.40488178894474,-12.844764191557983,-12.691518562629296,-12.692751191575127,-12.579272391783071,-12.859011971219893,-13.306985253698606,-13.145042115947184,-13.200389222916982,-12.390679325711956,-12.80355856162274,-12.48535506676433,-12.749206724606706,-12.243291290335591,-12.072648660205997,-12.081208820073057,-12.088775526616315,-11.738637632933111,-12.124954928699921,-12.030192016900557,-12.120467600983524,-12.8088819818692,-13.245248816208038,-12.844960154580424,-13.224936973076145,-13.10362879186464,-13.091278753878354,-12.499090062637935,-11.901462724923366,-12.128176135168264,-12.012191381395272,-11.516272619655243,-12.178596134451533,-12.259190528734615,-12.836353819021426,-11.82032718053657,-12.540481435831525,-12.481077819891764,-12.329050741008674,-12.65407912758412,-13.087829405745016,-12.569579028713093
Deviation,3.6476736134711096,2.705497153953541,2.465792161933271,2.8638773682451824,2.794608875433189,2.7485867836199493,2.9674862506430872,2.854775825649109,2.6350624730810663,2.8208332879877513,2.9100862312164266,2.7352088092378937,2.730574564954813,2.95623017347352,2.9046255805714822,3.0531554253819286,2.642982000315356,2.8645342373789795,2.9736983350068527,2.869930238232765,2.9244476981325462,3.025935433141642,2.9863712758817194,2.6352644670921266,3.3789700250767125,3.33719983222905,3.213794953560941,3.356635800505624,4.925237159088828,3.289184582575136,3.866316782502502,3.502720691118927,3.580330638838017,3.4170565167166536,2.7371147077745612,3.636617026745465,4.600591643456431,3.4726257380930807,3.0733249067434847,3.3274542302177887,3.759277975683345,60.450492500042245,3.9516369844917585,2.77052452141276,3.021895122950832,2.674063088836975,2.902724906374107,2.6748325516167433,2.594281873439469,2.919654203666118,3.5599445860516252,3.54166614046247,2.9371467727402365,2.9424130928208867,2.9185208918273378,2.6548088899965867,2.893627054761468,2.7352022716799524,2.548746898733834,2.70634004437836,2.898386318344575,3.682164221655263,3.4242512444300046,3.2648049298785273,2.808331884337341,3.0980022703400847,2.928670082799723,2.7325402773934586,2.835402037666776,2.798580530444196,2.929405587932702,3.2410107653316587,2.9000277729234627,2.680038994153792,2.9047273621475,2.5994810777523387,2.8879210439728356,3.1691235989301765,2.6130383247268343,10.316601508962092,3.0216716345748913,2.932087656281946,3.0419167409654264,3.0329502685451644,2.8718844810043738,3.010121819574402,3.0225594328015157,2.630358059606382,3.2676243710655184,2.642337685402225,3.1660943123841956,2.741262415087224,2.9124798289895044,2.9109751040409084,2.8176469083189937,2.6804705326128824,0.4858328312713722
N/S,0.8206135,0.81421393,0.7481292,0.74041015,0.73277235,0.7243821,0.7138248,0.7072635,0.7012907,0.69396746,0.68947995,0.6839052,0.80771,0.67923534,0.67352146,0.67217493,0.6656221,0.666693,0.66713303,0.6807032,0.6677097,0.6644992,0.6649828,0.8041963,0.66932267,0.6748745,0.6708551,0.6748775,0.6784233,0.68704486,0.7181575,0.7446394,0.69622135,0.6930272,0.7938585,0.69822896,0.70571244,0.7160764,0.72874475,0.7227271,0.7191352,0.71303624,0.73046273,0.75948095,0.7492949,0.78597033,0.7738558,0.87700295,0.875319,0.78375804,0.7450619,0.74476814,0.7573644,0.7761197,0.79010636,0.83171016,0.78018886,0.8335638,0.8612479,0.84217745,0.80467635,0.7777427,0.7680228,0.78652483,0.8589969,0.83118856,0.88870084,0.76802737,0.99706835,0.93653023,0.92906684,1.1327281,1.159147,1.0959625,0.93547237,0.89749527,0.84703904,0.8093634,0.76284164,0.7940788,0.809038,0.84545594,0.8673698,0.9784342,1.0219073,1.0191987,1.123704,1.1082165,1.0844587,0.75781655,1.1461575,1.0728273,1.0115389,0.9660088,0.90995353,0.8497178,0.80665964
File Number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,Ta
