NSA,-13.079694275316404,-12.734601008812891,-12.807172512551212,-12.929847764463956,-13.318360033246918,-12.68049149629729,-12.533435900328962,-12.633117837456952,-12.611609969773655,-12.773744073956708,-12.392449794850664,-12.529014577526244,-12.657139111715672,-12.540037578064062,-12.44325493531688,-12.51045401314812,-12.706585220055972,-12.434286351323337,-12.526135133483729,-12.370486830782959,-12.542061647760958,-12.773960522032644,-12.640551603347049,-12.64835754238263,-12.778976357505671,-12.503508369871486,-12.570378087569145,-12.608502255858486,-12.772129301765979,-12.554656957262146,-12.38678783060927,-12.696059888408643,-12.571545718831748,-12.367217124787647,-13.069204423414684,-12.511738665313134,-12.444678995351255,-12.414280386388867,-12.36478058012834,-12.468805737295659,-12.345003778963033,-12.319927546428634,-12.366394582439472,-12.227352297639602,-12.156339398920926,-12.730999119313275,-12.43477217401005,-12.46850843730311,-12.065919130560395,-12.120290741810491,-12.452631338651603,-12.585953142791501,-12.512009942902655,-12.84094194347821,-12.425575658893528,-12.681177008348076,-13.205544264276172,-12.288166587726822,-12.736218843460628,-12.979076174670643,-12.329528219728637,-12.794397116913217,-12.807479794337311,-12.685420914468905,-12.651830994319171,-12.438531767007468,-12.610234277157664,-13.180609980227029,-13.6057063555436,-12.603088979914773,-13.153965272793283,-12.482618122645112,-13.314980138327126,-13.112031849134096,-13.29036272753392,-12.868136712150898,-12.4871543281263,-12.777684732853778,-12.640429183847283,-12.662944084864401,-12.697529011804201,-12.875507129334018,-12.671285773162241,-12.499245333145822,-12.803258579452068,-13.296091006149847,-12.782952676816638,-13.302452693816237,-13.017286139529768,-12.716471137465936,-13.535540625042431,-13.488870514307768,-13.455442044373878,-13.120670397967709,-13.177441968787896,-13.328223391303442,-12.709461526055216
Deviation,2.4163732066202446,2.2220704683124017,2.791440227302391,3.0841316064397213,2.4084785231758916,2.4850818352749835,3.254402548217355,2.4154019502665265,2.4149409629540766,2.62841651765084,2.6458380718683387,2.697810176177561,2.4727990541647986,2.5878654391203924,2.741728127963227,2.3938611645503785,2.5219768092636996,2.6499692150747065,2.556193607720029,2.828403595005557,2.6028499755044425,2.5343615372355974,2.4655888679277567,2.6956389701748873,2.5061875618984994,2.4338471253017966,2.5279132873999925,2.5293451056552,2.515410657043374,2.581650090210874,2.8092773076508126,2.601237952936157,2.4989127227328605,2.7002914922384975,3.00730226682535,2.4817465641906704,2.6716502669742694,2.7326268027963803,2.9350028667396644,2.94025283240432,2.7878772275331363,2.7755127330287057,2.8759755672252347,3.1909326161913345,2.9767937292173396,2.6901969561856367,3.1717996683690552,3.4869866656715844,3.390444512427553,3.2705512553975202,3.0399454842298215,2.9214550805756,3.025540056124518,3.011960974769719,3.2106143298190557,3.5070240455010357,2.229639162326297,3.481670584975084,3.1633636816179935,2.8859881586337095,3.2097150014308484,2.875001309329944,2.9625410370586427,3.081630415619539,3.2492562578373367,3.200695013887105,2.7318077321485608,2.4607946644970005,2.436074013242185,3.5048030765967138,2.8838453775948056,2.9477132816446927,2.667326194244449,2.590722514703569,3.1245115008995437,2.9491287719274646,3.3843787212428786,3.319857184753793,2.844690370563883,3.1416555779101425,3.247090683984962,3.069962842408021,3.390327040350184,3.0912052437009514,3.498182108771366,2.822630402741789,2.909736557198134,2.390091529174598,2.9275977078380744,2.761099828661543,2.9055532814610214,2.3852916813213545,2.432356971172431,2.2362226721236524,2.4875639412281734,2.4612638219347693,0.33133099621406303
N/S,0.78526944,0.7818661,0.76182425,0.7618605,0.7571398,0.75528646,0.75712544,0.75204396,0.7510393,0.76624155,0.7703424,0.7678335,0.7822724,0.7619987,0.76492333,0.76675326,0.7668837,0.76690215,0.76779115,0.77534544,0.77330565,0.7769486,0.77688724,0.7758772,0.7829215,0.7834852,0.7830885,0.78579116,0.79180634,0.7915571,0.80636805,0.81723815,0.8019022,0.8032028,0.7696192,0.80229765,0.8086759,0.8135388,0.8201393,0.8332005,0.8325466,0.8347274,0.8373265,0.84520227,0.843299,0.77245694,0.8551037,0.88059044,0.88026094,0.8455623,0.83426243,0.8349947,0.83775616,0.85670954,0.84842443,0.86208844,0.76189685,0.86539185,0.8760483,0.8682933,0.8549715,0.84983534,0.84994996,0.85088515,0.86746174,0.8606987,0.8815509,0.7652501,0.9226869,0.9012862,0.8980584,0.9653381,0.97368413,0.9580112,0.90402997,0.88404846,0.86784667,0.87692463,0.7702913,0.8735931,0.86421144,0.8706651,0.87723356,0.9182716,0.9218439,0.92786676,0.9613794,0.956005,0.9523577,0.7626228,0.96143633,0.9336539,0.91543293,0.9050656,0.8824228,0.84825516,0.8346527
File Number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,T31
